DataCode,RecType,RecYear,CalfTag,DamTag
CBH01,3,2019,O-998,Y-955
CBH01,3,2019,O-999,O-246
CBH01,3,2019,O-9100,O-635
CBH01,3,2019,O-9101,O-232
CBH01,3,2019,O-9102,O-686
CBH01,3,2019,O-9103,O-626
CBH01,3,2019,O-9104,O-538
CBH01,3,2020,P-001,O-735
CBH01,3,2020,P-002,Y-654
CBH01,3,2020,P-003,O-743
CBH01,3,2020,P-004,O-136
CBH01,3,2020,P-005,O-770
CBH01,3,2020,P-006,O-619
CBH01,3,2020,P-007,O-549
CBH01,3,2020,P-008,O-616
CBH01,3,2020,P-009,O-113
CBH01,3,2020,P-010,O-540
CBH01,3,2020,P-011,O-3097
CBH01,3,2020,P-012,O-543
CBH01,3,2020,P-013,O-3053
CBH01,3,2020,P-014,Y-920
CBH01,3,2020,P-015,O-673
CBH01,3,2020,P-016,O-214
CBH01,3,2020,P-017,O-121
CBH01,3,2020,P-018,O-403
CBH01,3,2020,P-019,O-022
CBH01,3,2020,P-020,O-423
CBH01,3,2020,P-021,Y-919
CBH01,3,2020,P-022,O-3060
CBH01,3,2020,P-023,O-541
CBH01,3,2020,P-024,O-248
CBH01,3,2020,P-025,Y-921
CBH01,3,2020,P-026,O-3034
CBH01,3,2020,P-027,O-530
CBH01,3,2020,P-028,O-166
CBH01,3,2020,P-029,Y-938
CBH01,3,2020,P-030,Y-916
CBH01,3,2020,P-031,O-464
CBH01,3,2020,P-032,Y-841
CBH01,3,2020,P-033,O-131
CBH01,3,2020,P-034,Y-905
CBH01,3,2020,P-035,O-441
CBH01,3,2020,P-036,O-429
CBH01,3,2020,P-037,Y-775
CBH01,3,2020,P-038,O-3077
CBH01,3,2020,P-039,O-760
CBH01,3,2020,P-040,O-126
CBH01,3,2020,P-041,O-668
CBH01,3,2020,P-042,O-210
CBH01,3,2020,P-043,Y-720
CBH01,3,2020,P-044,O-3002
CBH01,3,2020,P-045,Y-6008
CBH01,3,2020,P-046,O-109
CBH01,3,2020,P-047,Y-316
CBH01,3,2020,P-048,O-637
CBH01,3,2020,P-049,O-748
CBH01,3,2020,P-050,Y-605
CBH01,3,2020,P-051,O-110
CBH01,3,2020,P-052,Y-501
CBH01,3,2020,P-053,O-765
CBH01,3,2020,P-054,O-206
CBH01,3,2020,P-055,O-269
CBH01,3,2020,P-056,Y-616
CBH01,3,2020,P-057,Y-7109
CBH01,3,2020,P-058,O-107
CBH01,3,2020,P-059,O-230
CBH01,3,2020,P-060,Y-630
CBH01,3,2020,P-061,O-682
CBH01,3,2020,P-062,Y-650
CBH01,3,2020,P-063,O-414
CBH01,3,2020,P-064,Y-573
CBH01,3,2020,P-065,O-416
CBH01,3,2020,P-066,O-440
CBH01,3,2020,P-067,O-246
CBH01,3,2020,P-068,Y-875
CBH01,3,2020,P-069,O-707
CBH01,3,2020,P-070,O-749
CBH01,3,2020,P-071,O-787
CBH01,3,2020,P-072,O-775
CBH01,3,2020,P-073,O-071
CBH01,3,2020,P-074,Y-834
CBH01,3,2020,P-075,O-072
CBH01,3,2020,P-076,O-705
CBH01,3,2020,P-077,Y-909
CBH01,3,2020,P-078,O-266
CBH01,3,2020,P-079,Y-955
CBH01,3,2020,P-080,O-127
CBH01,3,2020,P-081,O-778
CBH01,3,2020,P-082,O-635
CBH01,3,2020,P-083,O-554
CBH01,3,2021,P-101,Y-869
CBH01,3,2021,P-102,O-893
CBH01,3,2021,P-103,O-616
CBH01,3,2021,P-104,O-246
CBH01,3,2021,P-105,Y-730
CBH01,3,2021,P-106,O-787
CBH01,3,2021,P-107,O-859
CBH01,3,2021,P-108,O-794
CBH01,3,2021,P-109,O-898
CBH01,3,2021,P-110,O-892
CBH01,3,2021,P-111,O-735
CBH01,3,2021,P-112,O-891
CBH01,3,2021,P-113,O-866
CBH01,3,2021,P-114,O-469
CBH01,3,2021,P-115,O-3097
CBH01,3,2021,P-116,O-896
CBH01,3,2021,P-117,O-048
CBH01,3,2021,P-118,O-3009
CBH01,3,2021,P-119,Y-720
CBH01,3,2021,P-120,O-441
CBH01,3,2021,P-121,Y-834
CBH01,3,2021,P-122,O-506
CBH01,3,2021,P-123,Y-841
CBH01,3,2021,P-124,Y-630
CBH01,3,2021,P-125,O-812
CBH01,3,2021,P-126,O-210
CBH01,3,2021,P-127,Y-919
CBH01,3,2021,P-128,Y-920
CBH01,3,2021,P-129,Y-864
CBH01,3,2021,P-130,O-878
CBH01,3,2021,P-131,Y-905
CBH01,3,2021,P-132,O-232
CBH01,3,2021,P-133,Y-921
CBH01,3,2021,P-134,O-268
CBH01,3,2021,P-135,O-248
CBH01,3,2021,P-136,O-126
CBH01,3,2021,P-137,O-530
CBH01,3,2021,P-138,O-423
CBH01,3,2021,P-139,O-166
CBH01,3,2021,P-140,O-030
CBH01,3,2021,P-141,O-068
CBH01,3,2021,P-142,O-424
CBH01,3,2021,P-143,O-3034
CBH01,3,2021,P-144,Y-7109
CBH01,3,2021,P-145,O-540
CBH01,3,2021,P-146,O-214
CBH01,3,2021,P-147,O-894
CBH01,3,2021,P-148,O-071
CBH01,3,2021,P-149,O-661
CBH01,3,2021,P-150,O-529
CBH01,3,2021,P-151,O-897
CBH01,3,2021,P-152,O-109
CBH01,3,2021,P-153,O-3002
CBH01,3,2021,P-154,O-039
CBH01,3,2021,P-155,O-549
CBH01,3,2021,P-156,O-110
CBH01,3,2021,P-157,Y-938
CBH01,3,2021,P-158,O-791
CBH01,3,2021,P-159,O-145
CBH01,3,2021,P-160,O-121
CBH01,3,2021,P-161,O-560
CBH01,3,2021,P-162,O-416
CBH01,3,2021,P-163,O-655
CBH01,3,2021,P-164,O-206
CBH01,3,2021,P-165,O-3060
CBH01,3,2021,P-166,O-673
CBH01,3,2021,P-167,Y-605
CBH01,3,2021,P-168,O-822
CBH01,3,2021,P-169,O-682
CBH01,3,2021,P-170,O-637
CBH01,3,2021,P-171,O-127
CBH01,3,2021,P-172,O-617
CBH01,3,2021,P-173,O-852
CBH01,3,2021,P-174,O-230
CBH01,3,2021,P-175,O-626
CBH01,3,2021,P-176,O-415
CBH01,3,2021,P-177,O-870
CBH01,3,2021,P-178,O-793
CBH01,3,2021,P-179,O-107
CBH01,3,2021,P-180,O-414
CBH01,3,2021,P-181,O-635
CBH01,3,2021,P-182,O-869
CBH01,3,2021,P-183,O-536
CBH01,3,2021,P-184,O-3053
CBH01,3,2021,P-185,O-202
CBH01,3,2021,P-186,O-841
CBH01,3,2021,P-187,O-541
CBH01,3,2021,P-188,Y-6008
CBH01,3,2021,P-189,O-440
CBH01,3,2021,P-190,O-3077
CBH01,3,2021,P-191,O-640
CBH01,3,2021,P-192,O-554
CBH01,3,2021,P-193,O-3001
CBH01,3,2021,P-194,O-501
CBH01,3,2021,P-195,O-072
CBH01,3,2022,P-201,O-962
CBH01,3,2022,P-202,O-529
CBH01,3,2022,P-203,O-635
CBH01,3,2022,P-204,O-248
CBH01,3,2022,P-205,O-9105
CBH01,3,2022,P-206,O-9106
CBH01,3,2022,P-207,O-554
CBH01,3,2022,P-208,O-784
CBH01,3,2022,P-209,O-905
CBH01,3,2022,P-210,Y-358
CBH01,3,2022,P-211,O-939
CBH01,3,2022,P-212,O-748
CBH01,3,2022,P-213,O-616
CBH01,3,2022,P-214,O-536
CBH01,3,2022,P-215,O-682
CBH01,3,2022,P-216,O-775
CBH01,3,2022,P-217,O-812
CBH01,3,2022,P-218,O-9107
CBH01,3,2022,P-219,O-3077
CBH01,3,2022,P-220,Y-905
CBH01,3,2022,P-221,O-619
CBH01,3,2022,P-222,O-440
CBH01,3,2022,P-223,O-423
CBH01,3,2022,P-224,O-3097
CBH01,3,2022,P-225,O-735
CBH01,3,2022,P-226,O-414
CBH01,3,2022,P-227,O-866
CBH01,3,2022,P-228,O-928
CBH01,3,2022,P-229,O-917
CBH01,3,2022,P-230,O-107
CBH01,3,2022,P-231,O-530
CBH01,3,2022,P-232,O-145
CBH01,3,2022,P-233,O-202
CBH01,3,2022,P-234,O-506
CBH01,3,2022,P-235,Y-605
CBH01,3,2022,P-236,O-543
CBH01,3,2022,P-237,O-705
CBH01,3,2022,P-238,O-895
CBH01,3,2022,P-239,O-415
CBH01,3,2022,P-240,Y-919
CBH01,3,2022,P-241,O-441
CBH01,3,2022,P-242,O-9108
CBH01,3,2022,P-243,O-268
CBH01,3,2022,P-244,Y-7109
CBH01,3,2022,P-245,O-126
CBH01,3,2022,P-246,O-988
CBH01,3,2022,P-247,O-998
CBH01,3,2022,P-248,O-673
CBH01,3,2022,P-249,O-3002
CBH01,3,2022,P-250,Y-938
CBH01,3,2022,P-251,O-749
CBH01,3,2022,P-252,O-214
CBH01,3,2022,P-253,O-931
CBH01,3,2022,P-254,O-501
CBH01,3,2022,P-255,O-206
CBH01,3,2022,P-256,O-469
CBH01,3,2022,P-257,Y-730
CBH01,3,2022,P-258,O-903
CBH01,3,2022,P-259,O-778
CBH01,3,2022,P-260,O-792
CBH01,3,2022,P-261,O-429
CBH01,3,2022,P-262,O-121
CBH01,3,2022,P-263,O-246
CBH01,3,2023,P-301,O-3053
CBH01,3,2023,P-302,P-039
CBH01,3,2023,P-303,O-206
CBH01,3,2023,P-304,O-3034
CBH01,3,2023,P-305,O-416
CBH01,3,2023,P-306,O-892
CBH01,3,2023,P-307,O-794
CBH01,3,2023,P-308,O-894
CBH01,3,2023,P-309,O-682
CBH01,3,2023,P-310,Y-920
CBH01,3,2023,P-311,O-560
CBH01,3,2023,P-312,O-787
CBH01,3,2023,P-313,O-822
CBH01,3,2023,P-314,O-541
CBH01,3,2023,P-315,O-661
CBH01,3,2023,P-316,O-859
CBH01,3,2023,P-317,O-893
CBH01,3,2023,P-318,O-540
CBH01,3,2023,P-319,O-048
CBH01,3,2023,P-320,O-230
CBH01,3,2023,P-321,O-891
CBH01,3,2023,P-322,O-469
CBH01,3,2023,P-323,O-506
CBH01,3,2023,P-324,O-748
CBH01,3,2023,P-325,O-068
CBH01,3,2023,P-326,O-784
CBH01,3,2023,P-327,O-039
CBH01,3,2023,P-328,O-3009
CBH01,3,2023,P-329,O-635
CBH01,3,2023,P-330,O-414
CBH01,3,2023,P-331,O-626
CBH01,3,2023,P-332,O-071
CBH01,3,2023,P-333,O-870
CBH01,3,2023,P-334,O-3060
CBH01,3,2023,P-335,O-109
CBH01,3,2023,P-336,P-002
CBH01,3,2023,P-337,O-110
CBH01,3,2023,P-338,P-072
CBH01,3,2023,P-339,O-127
CBH01,3,2023,P-340,O-126
CBH01,3,2023,P-341,O-898
CBH01,3,2023,P-342,O-619
CBH01,3,2023,P-343,O-841
CBH01,3,2023,P-344,O-852
CBH01,3,2023,P-345,P-046
CBH01,3,2023,P-346,P-048
CBH01,3,2023,P-347,O-793
CBH01,3,2023,P-348,O-3002
CBH01,3,2024,P-401,O-931
CBH01,3,2024,P-402,O-202
CBH01,3,2024,P-403,P-141
CBH01,3,2024,P-404,P-143
CBH01,3,2024,P-405,P-110
CBH01,3,2024,P-406,O-866
CBH01,3,2024,P-407,O-705
CBH01,3,2024,P-408,O-905
CBH01,3,2024,P-409,P-036
CBH01,3,2024,P-410,P-037
CBH01,3,2024,P-411,O-852
CBH01,3,2024,P-412,P-070
CBH01,3,2024,P-413,O-859
CBH01,3,2024,P-414,O-841
CBH01,3,2024,P-415,O-441
CBH01,3,2024,P-416,O-988
CBH01,3,2024,P-417,O-878
CBH01,3,2024,P-418,P-003
CBH01,3,2024,P-419,O-748
CBH01,3,2024,P-420,O-897
CBH01,3,2024,P-421,P-050
CBH01,3,2024,P-422,O-791
CBH01,3,2024,P-423,O-3097
CBH01,3,2024,P-424,P-058
CBH01,3,2024,P-425,O-414
CBH01,3,2024,P-426,O-469
CBH01,3,2024,P-427,O-775
CBH01,3,2024,P-428,O-3077
CBH01,3,2024,P-429,O-735
CBH01,3,2024,P-430,P-149
CBH01,3,2024,P-431,O-898
CBH01,3,2024,P-432,O-048
CBH01,3,2024,P-433,O-126
CBH01,3,2024,P-434,O-673
CBH01,3,2024,P-435,O-939
CBH01,3,2024,P-436,O-917
CBH01,3,2024,P-437,O-423
CBH01,3,2024,P-438,O-812
CBH01,3,2024,P-439,P-067
CBH01,3,2024,P-440,O-928
CBH01,3,2024,P-441,O-792
CBH01,3,2024,P-442,O-415
CBH01,3,2024,P-443,O-248
CBH01,3,2024,P-444,O-787
CBH01,3,2024,P-445,O-530
CBH01,3,2024,P-446,O-543
CBH01,3,2024,P-447,O-554
CBH01,3,2024,P-448,P-006
CBH01,3,2024,P-449,O-749
CBH01,3,2024,P-450,P-177
CBH01,3,2024,P-451,O-536
CBH01,3,2024,P-452,O-998
CBH01,3,2024,P-453,O-121
CBH01,3,2024,P-454,P-114
CBH01,3,2024,P-455,O-896
CBH01,3,2024,P-456,P-101
CBH01,3,2024,P-457,O-214
CBH01,3,2024,P-458,O-501
CBH01,3,2024,P-459,O-246
CBH01,3,2024,P-460,P-130
CBH01,3,2024,P-461,O-895
CBH01,3,2025,P-501,O-931
CBH01,3,2025,P-502,O-891
CBH01,3,2025,P-503,O-682
CBH01,3,2025,P-504,P-102
CBH01,3,2025,P-505,P-260
CBH01,3,2025,P-506,P-036
CBH01,3,2025,P-507,O-866
CBH01,3,2025,P-508,O-749
CBH01,3,2025,P-509,O-939
CBH01,3,2025,P-510,P-251
CBH01,3,2025,P-511,O-784
CBH01,3,2025,P-512,O-841
CBH01,3,2025,P-513,O-068
CBH01,3,2025,P-514,O-870
CBH01,3,2025,P-515,O-230
CBH01,3,2025,P-516,P-171
CBH01,3,2025,P-517,P-046
CBH01,3,2025,P-518,O-3009
CBH01,3,2025,P-519,P-163
CBH01,3,2025,P-520,P-006
CBH01,3,2025,P-521,O-506
CBH01,3,2025,P-522,O-414
CBH01,3,2025,P-523,P-072
CBH01,3,2025,P-524,O-110
CBH01,3,2025,P-525,P-048
CBH01,3,2025,P-526,O-735
CBH01,3,2025,P-527,P-185
CBH01,3,2025,P-528,O-416
CBH01,3,2025,P-529,P-050
CBH01,3,2025,P-530,P-003
CBH01,3,2025,P-531,O-822
CBH01,3,2025,P-532,P-189
CBH01,3,2025,P-533,O-640
CBH01,3,2025,P-534,P-156
CBH01,3,2025,P-535,O-626
CBH01,3,2025,P-536,P-235
CBH01,3,2025,P-537,O-794
CBH01,3,2025,P-538,O-248
CBH01,3,2025,P-539,O-554
CBH01,3,2025,P-540,P-225
CBH01,3,2025,P-541,O-673
CBH01,3,2025,P-542,P-002
CBH01,3,2025,P-543,O-540
CBH01,3,2025,P-544,P-148
